# 1 x                          2 y                    3 number IS              4 number viruses               5 viral fitness            6 number IS update
         2109.00000        -1978.00000              85150                  0            0.00000                -37
         1921.00000        -1991.00000               7254                  0            0.00000                 -2
         1934.00000        -2001.00000                947                  0            0.00000                 -1
         2011.00000        -2010.00000               1267                  0            0.00000                 -1
         2039.00000        -2010.00000               2332                  0            0.00000                 -2
         1903.00000        -1986.00000               2701                  0            0.00000                 -1
         2068.00000        -2000.00000               3916                  0            0.00000                 -2
         2104.00000        -1975.00000              15573                  0            0.00000                 -8
         1771.00000        -1945.00000               1685                  0            0.00000                 -1
         2062.00000        -1996.00000              15812                  0            0.00000                -13
         2079.00000        -1992.00000             141184                  0            0.00000                -70
         1987.00000        -1997.00000              37185                  0            0.00000                -18
         1834.00000        -1961.00000               2716                  0            0.00000                 -1
         1729.00000        -1936.00000                182                  0            0.00000                 -1
         2029.00000        -2003.00000              40745                  0            0.00000                -15
         1901.00000        -1971.00000                267                  0            0.00000                 -2
         1800.00000        -1961.00000              32768                  0            0.00000                -21
         2073.00000        -1986.00000              34759                  0            0.00000                -12
         1999.00000        -2006.00000              43257                  0            0.00000                -24
         2019.00000        -1999.00000              63140                  0            0.00000                -28
         1800.00000        -1957.00000               5170                  0            0.00000                 -1
         1739.00000        -1940.00000               3681                  0            0.00000                 -1
         1862.00000        -1965.00000                265                  0            0.00000                 -1
         1739.00000        -1943.00000              18649                  0            0.00000                 -7
         1944.00000        -1997.00000               5292                  0            0.00000                 -4
         2008.00000        -2003.00000               9559                  0            0.00000                 -4
         1972.00000        -2006.00000               5382                  0            0.00000                 -3
         2054.00000        -1996.00000              30548                  0            0.00000                -14
         1804.00000        -1956.00000                947                  0            0.00000                 -3
         1895.00000        -1982.00000               5272                  0            0.00000                 -3
         2108.00000        -1970.00000                605                  0            0.00000                 -1
         2099.00000        -1977.00000               5602                  0            0.00000                 -3
         2082.00000        -1987.00000              86276                  0            0.00000                -54
         1898.00000        -1980.00000              13864                  0            0.00000                 -8
         2088.00000        -1991.00000              29031                  0            0.00000                -14
         1981.00000        -1998.00000               5018                  0            0.00000                 -2
         2001.00000        -1998.00000               9186                  0            0.00000                 -5
         2056.00000        -1994.00000               2143                  0            0.00000                 -1
         1930.00000        -1992.00000               8606                  0            0.00000                 -3
         2083.00000        -1974.00000                639                  0            0.00000                 -1
         2059.00000        -1990.00000              34992                  0            0.00000                -25
         2089.00000        -1989.00000              33101                  0            0.00000                -11
         1948.00000        -1984.00000               1187                  0            0.00000                 -1
         1796.00000        -1956.00000               5214                  0            0.00000                 -1
         1655.00000        -1921.00000                611                  0            0.00000                 -1
         2083.00000        -1984.00000              21148                  0            0.00000                -11
         1735.00000        -1930.00000                 78                  0            0.00000                 -1
         2063.00000        -1984.00000              14207                  0            0.00000                 -9
         2025.00000        -2006.00000               9745                  0            0.00000                 -6
         1985.00000        -1995.00000               9193                  0            0.00000                 -8
         2021.00000        -1993.00000               2834                  0            0.00000                 -3
         1923.00000        -1997.00000              13227                  0            0.00000                 -8
         2006.00000        -2013.00000               3069                  0            0.00000                 -1
         1929.00000        -1997.00000               3901                  0            0.00000                 -1
         2080.00000        -1996.00000               3355                  0            0.00000                 -3
         2026.00000        -1998.00000              18622                  0            0.00000                 -8
         2086.00000        -1998.00000               2663                  0            0.00000                 -1
         1950.00000        -1997.00000               2543                  0            0.00000                 -2
         1795.00000        -1959.00000               1682                  0            0.00000                 -1
         2016.00000        -1995.00000               7662                  0            0.00000                 -7
         2025.00000        -2000.00000              10927                  0            0.00000                 -5
         2092.00000        -1995.00000               1107                  0            0.00000                 -2
         1849.00000        -1973.00000               2163                  0            0.00000                 -1
         2071.00000        -1982.00000              15771                  0            0.00000                 -8
         2053.00000        -2008.00000               4989                  0            0.00000                 -2
         1886.00000        -1993.00000                684                  0            0.00000                 -1
         2095.00000        -2001.00000               3187                  0            0.00000                 -2
         2004.00000        -2010.00000              16194                  0            0.00000                 -8
         1915.00000        -1982.00000               3734                  0            0.00000                 -1
         2035.00000        -2003.00000              23487                  0            0.00000                -13
         2098.00000        -1979.00000              17874                  0            0.00000                 -8
         1949.00000        -1996.00000               2772                  0            0.00000                 -3
         1874.00000        -1976.00000              17504                  0            0.00000                -11
         2023.00000        -2008.00000                944                  0            0.00000                 -1
         2009.00000        -1999.00000               3065                  0            0.00000                 -3
         1920.00000        -1991.00000               5428                  0            0.00000                 -3
         1949.00000        -1986.00000               8106                  0            0.00000                 -7
         1877.00000        -1982.00000               6054                  0            0.00000                 -1
         1758.00000        -1948.00000               1094                  0            0.00000                 -1
         1995.00000        -1994.00000               3583                  0            0.00000                 -2
         1798.00000        -1961.00000               2796                  0            0.00000                 -3
         1965.00000        -1990.00000               7339                  0            0.00000                 -4
         2096.00000        -1974.00000                220                  0            0.00000                 -1
         2034.00000        -2002.00000              98875                  0            0.00000                -42
         2112.00000        -1971.00000                691                  0            0.00000                 -2
         1692.00000        -1939.00000               1203                  0            0.00000                 -2
         1774.00000        -1950.00000               5344                  0            0.00000                 -2
         2066.00000        -1989.00000             126952                  0            0.00000                -63
         1786.00000        -1957.00000               2912                  0            0.00000                 -2
         1943.00000        -1990.00000              13294                  0            0.00000                 -8
         2096.00000        -1983.00000             395666                  0            0.00000               -198
         1962.00000        -2002.00000               9477                  0            0.00000                 -3
         2100.00000        -1986.00000              34133                  0            0.00000                -16
         1890.00000        -1983.00000               2927                  0            0.00000                 -2
         2082.00000        -1982.00000               5607                  0            0.00000                 -3
         2115.00000        -1988.00000               3956                  0            0.00000                 -5
         1927.00000        -1999.00000               8099                  0            0.00000                 -4
         2094.00000        -1978.00000               7398                  0            0.00000                 -3
         2085.00000        -1981.00000               4358                  0            0.00000                 -1
         2071.00000        -1999.00000               1188                  0            0.00000                 -1
         1765.00000        -1946.00000               3996                  0            0.00000                 -2
         1856.00000        -1973.00000             102798                  0            0.00000                -53
         2093.00000        -2002.00000               3797                  0            0.00000                 -2
         1993.00000        -2010.00000               4458                  0            0.00000                 -1
         1829.00000        -1963.00000              15752                  0            0.00000                -10
         2018.00000        -1999.00000              52425                  0            0.00000                -28
         1981.00000        -2010.00000               9026                  0            0.00000                 -5
         1633.00000        -1905.00000                119                  0            0.00000                 -1
         1965.00000        -1998.00000              17700                  0            0.00000                -10
         1605.00000        -1911.00000                176                  0            0.00000                 -1
         1945.00000        -1992.00000              16172                  0            0.00000                -11
         2019.00000        -1996.00000              16502                  0            0.00000                -11
         2027.00000        -1992.00000                131                  0            0.00000                 -1
         1470.00000        -1879.00000                113                  0            0.00000                 -1
         1534.00000        -1897.00000                148                  0            0.00000                 -1
         1970.00000        -1987.00000               1335                  0            0.00000                 -3
         2036.00000        -2002.00000              40156                  0            0.00000                -27
         1737.00000        -1944.00000               2437                  0            0.00000                 -1
         2095.00000        -2003.00000               8927                  0            0.00000                 -3
         1897.00000        -1977.00000               6441                  0            0.00000                 -1
         1718.00000        -1937.00000               7905                  0            0.00000                 -2
         1958.00000        -1998.00000              35647                  0            0.00000                -22
         2103.00000        -1974.00000               2891                  0            0.00000                 -2
         2064.00000        -1997.00000              18462                  0            0.00000                 -9
         1881.00000        -1986.00000               2142                  0            0.00000                 -3
         2026.00000        -1995.00000               2054                  0            0.00000                 -1
         2031.00000        -1997.00000               7445                  0            0.00000                 -4
         1986.00000        -1990.00000               1891                  0            0.00000                 -1
         1680.00000        -1935.00000               2850                  0            0.00000                 -1
         2115.00000        -1980.00000             147292                  0            0.00000                -62
         1895.00000        -1980.00000               9261                  0            0.00000                 -6
         2092.00000        -1981.00000              56881                  0            0.00000                -36
         2060.00000        -1997.00000              37241                  0            0.00000                -18
         1829.00000        -1961.00000               6781                  0            0.00000                 -5
         1580.00000        -1910.00000                973                  0            0.00000                 -1
         2058.00000        -1988.00000              10042                  0            0.00000                 -6
         1760.00000        -1940.00000                702                  0            0.00000                 -1
         2033.00000        -1999.00000             423937                  0            0.00000               -218
         1721.00000        -1936.00000               3273                  0            0.00000                 -1
         2016.00000        -1998.00000              60806                  0            0.00000                -34
         1995.00000        -2010.00000               4275                  0            0.00000                 -3
         1937.00000        -1988.00000               4424                  0            0.00000                 -3
         2095.00000        -2005.00000               1766                  0            0.00000                 -1
         2101.00000        -1977.00000               6132                  0            0.00000                 -5
         1921.00000        -1984.00000               6246                  0            0.00000                 -2
         1871.00000        -1976.00000               3998                  0            0.00000                 -1
         1743.00000        -1946.00000               1863                  0            0.00000                 -1
         2054.00000        -1990.00000               5379                  0            0.00000                 -3
         2099.00000        -1986.00000              33373                  0            0.00000                -15
         1781.00000        -1953.00000               3833                  0            0.00000                 -3
         2111.00000        -1975.00000              41160                  0            0.00000                -19
         1941.00000        -1996.00000              23395                  0            0.00000                -12
         2036.00000        -1999.00000              65627                  0            0.00000                -29
         1803.00000        -1963.00000               3409                  0            0.00000                 -2
         1730.00000        -1927.00000                859                  0            0.00000                 -1
         2083.00000        -1981.00000               4693                  0            0.00000                 -2
         2036.00000        -2003.00000              11211                  0            0.00000                 -5
         1877.00000        -1988.00000               3872                  0            0.00000                 -1
         2019.00000        -2005.00000              17249                  0            0.00000                 -8
         1867.00000        -1981.00000                986                  0            0.00000                 -1
         2065.00000        -2002.00000              30021                  0            0.00000                -14
         2092.00000        -1987.00000              57775                  0            0.00000                -22
         1887.00000        -1980.00000               3389                  0            0.00000                 -3
         2082.00000        -1993.00000               7932                  0            0.00000                 -3
         2115.00000        -1973.00000               7195                  1           -0.05652                 -6
         1946.00000        -1994.00000              22607                  0            0.00000                -12
         1982.00000        -1998.00000              56621                  0            0.00000                -20
         2066.00000        -1991.00000              53684                  0            0.00000                -23
         2102.00000        -1981.00000              26885                  0            0.00000                -14
         1898.00000        -1979.00000              11206                  0            0.00000                 -9
         1902.00000        -1983.00000              10917                  0            0.00000                 -4
         1970.00000        -1990.00000               6359                  0            0.00000                 -4
         1723.00000        -1926.00000               1150                  0            0.00000                 -1
         2088.00000        -1984.00000              14379                  0            0.00000                 -5
         2035.00000        -1985.00000                737                  0            0.00000                 -1
         1895.00000        -1986.00000               2183                  0            0.00000                 -1
         1958.00000        -1994.00000               7762                  0            0.00000                 -8
         1806.00000        -1965.00000                548                  0            0.00000                 -1
         2004.00000        -2000.00000              29239                  0            0.00000                -17
         1902.00000        -1988.00000                958                  0            0.00000                 -1
         1919.00000        -1992.00000               1423                  0            0.00000                 -1
         2083.00000        -1998.00000               1008                  0            0.00000                 -1
         1808.00000        -1966.00000               2232                  0            0.00000                 -1
         2101.00000        -1986.00000              19327                  0            0.00000                -12
         2031.00000        -1989.00000               6134                  0            0.00000                 -3
         1995.00000        -2004.00000              23781                  0            0.00000                -12
         2010.00000        -2003.00000               9387                  0            0.00000                 -6
         1936.00000        -1988.00000               5260                  0            0.00000                 -4
         2007.00000        -2002.00000              13211                  0            0.00000                 -4
         1652.00000        -1921.00000               2262                  0            0.00000                 -1
         2018.00000        -2008.00000               2490                  0            0.00000                 -3
         2087.00000        -1997.00000                740                  0            0.00000                 -1
         1929.00000        -1984.00000               6233                  0            0.00000                 -6
         1938.00000        -1982.00000               1278                  0            0.00000                 -1
         2093.00000        -2001.00000               1528                  0            0.00000                 -1
         1953.00000        -1997.00000               3260                  0            0.00000                 -2
         1872.00000        -1988.00000                 48                  0            0.00000                 -1
         1967.00000        -1997.00000               4009                  0            0.00000                 -5
         1993.00000        -1999.00000              22852                  0            0.00000                 -8
         1592.00000        -1909.00000                287                  0            0.00000                 -1
         2115.00000        -1972.00000               2878                  0            0.00000                 -2
         1921.00000        -1989.00000               8953                  0            0.00000                 -2
         1597.00000        -1911.00000               1040                  0            0.00000                 -1
         2092.00000        -2001.00000               7828                  0            0.00000                 -3
         1987.00000        -1995.00000              18829                  0            0.00000                -11
         1966.00000        -1996.00000              10162                  0            0.00000                 -6
         1899.00000        -1984.00000               8008                  0            0.00000                 -9
         1960.00000        -1993.00000              12063                  0            0.00000                 -3
         1998.00000        -2006.00000              13162                  0            0.00000                 -7
         1875.00000        -1987.00000               4750                  0            0.00000                 -1
         1435.00000        -1883.00000                142                  0            0.00000                 -1
         1738.00000        -1942.00000               4438                  0            0.00000                 -3
         1952.00000        -1995.00000               3100                  0            0.00000                 -2
         2081.00000        -1998.00000               3834                  0            0.00000                 -5
         1995.00000        -2000.00000              18884                  0            0.00000                 -9
         1990.00000        -2002.00000              20790                  0            0.00000                 -9
         1873.00000        -1976.00000              21376                  0            0.00000                -12
         1998.00000        -2009.00000              19655                  0            0.00000                 -8
         1923.00000        -1990.00000              12853                  0            0.00000                 -7
         1984.00000        -1996.00000              18719                  0            0.00000                 -9
         1973.00000        -2013.00000                180                  0            0.00000                 -1
         1812.00000        -1961.00000               2747                  0            0.00000                 -1
         2031.00000        -2004.00000              16114                  0            0.00000                 -3
         1972.00000        -2005.00000              33667                  0            0.00000                -19
         1820.00000        -1972.00000                473                  0            0.00000                 -1
         1714.00000        -1935.00000                743                  0            0.00000                 -1
         1987.00000        -2006.00000               2760                  0            0.00000                 -2
         1781.00000        -1941.00000                178                  0            0.00000                 -1
         1998.00000        -1996.00000               2391                  0            0.00000                 -1
         1928.00000        -1992.00000               8456                  0            0.00000                 -4
         1592.00000        -1902.00000                 77                  0            0.00000                 -1
         1892.00000        -1983.00000               6808                  0            0.00000                 -3
         2056.00000        -2000.00000               9267                  0            0.00000                 -5
         1693.00000        -1942.00000                675                  0            0.00000                 -1
         1989.00000        -2000.00000              52226                  0            0.00000                -26
         1897.00000        -1988.00000                371                  0            0.00000                 -1
         1840.00000        -1978.00000               1132                  0            0.00000                 -2
         1829.00000        -1970.00000                366                  0            0.00000                 -1
         1368.00000        -1853.00000                 48                  0            0.00000                 -1
         1946.00000        -1998.00000               1192                  0            0.00000                 -1
         1763.00000        -1955.00000                831                  0            0.00000                 -1
         1680.00000        -1933.00000               3644                  0            0.00000                 -2
         1709.00000        -1933.00000               1320                  0            0.00000                 -1
         2094.00000        -2000.00000               7689                  0            0.00000                 -1
         1983.00000        -2000.00000               8307                  0            0.00000                 -7
         1939.00000        -1990.00000               9820                  0            0.00000                -10
         1841.00000        -1965.00000               5876                  0            0.00000                 -3
         1972.00000        -1989.00000               3554                  0            0.00000                 -1
         2085.00000        -1983.00000               7049                  0            0.00000                 -6
         1756.00000        -1949.00000               2307                  0            0.00000                 -1
         1993.00000        -2015.00000                795                  0            0.00000                 -1
         1929.00000        -1981.00000               1797                  0            0.00000                 -3
         1777.00000        -1947.00000               7786                  0            0.00000                 -3
         1647.00000        -1919.00000               1465                  0            0.00000                 -3
         1926.00000        -1982.00000              16758                  0            0.00000                -14
         1663.00000        -1932.00000                600                  0            0.00000                 -1
         1837.00000        -1971.00000               2541                  0            0.00000                 -2
         2060.00000        -1989.00000              13624                  0            0.00000                 -7
         1479.00000        -1884.00000                851                  0            0.00000                 -1
         1580.00000        -1909.00000               2030                  0            0.00000                 -1
         1536.00000        -1891.00000                186                  0            0.00000                 -1
         2047.00000        -2005.00000               6465                  0            0.00000                 -4
         1872.00000        -1977.00000               5550                  0            0.00000                 -2
         1960.00000        -1994.00000               8592                  0            0.00000                 -4
         1667.00000        -1934.00000                145                  0            0.00000                 -1
         2028.00000        -2004.00000              10023                  0            0.00000                 -4
         1977.00000        -2006.00000              51865                  0            0.00000                -24
         1896.00000        -1978.00000               9967                  0            0.00000                 -6
         2044.00000        -1995.00000               6956                  0            0.00000                 -3
         1754.00000        -1946.00000               2704                  0            0.00000                 -5
         1916.00000        -1989.00000              11312                  0            0.00000                 -7
         2026.00000        -2004.00000               5400                  0            0.00000                 -1
         1957.00000        -1992.00000               5915                  0            0.00000                 -4
         1806.00000        -1962.00000               4856                  0            0.00000                 -1
         1677.00000        -1937.00000                959                  0            0.00000                 -1
         1858.00000        -1967.00000                366                  0            0.00000                 -1
         1849.00000        -1968.00000               2915                  0            0.00000                 -2
         1812.00000        -1960.00000               7572                  0            0.00000                 -5
         2077.00000        -1994.00000               3453                  0            0.00000                 -1
         2111.00000        -1972.00000               7829                  0            0.00000                 -2
         2004.00000        -2006.00000              53846                  0            0.00000                -32
         2060.00000        -2004.00000               2714                  0            0.00000                 -2
         1702.00000        -1937.00000               2299                  0            0.00000                 -2
         1885.00000        -1984.00000               2315                  0            0.00000                 -2
         2057.00000        -1998.00000               9177                  0            0.00000                 -3
         1740.00000        -1944.00000               2831                  0            0.00000                 -2
         1891.00000        -1979.00000              17701                  0            0.00000                -10
         2096.00000        -2001.00000               5545                  0            0.00000                 -3
         1542.00000        -1898.00000                241                  0            0.00000                 -1
         2079.00000        -1981.00000               3053                  0            0.00000                 -3
         1977.00000        -2003.00000              13322                  0            0.00000                 -7
         1903.00000        -1981.00000               8614                  0            0.00000                 -4
         1602.00000        -1914.00000                456                  0            0.00000                 -1
         1947.00000        -2007.00000               1023                  0            0.00000                 -1
         1617.00000        -1918.00000               2678                  0            0.00000                 -1
         1958.00000        -2002.00000              14694                  0            0.00000                 -4
         1808.00000        -1960.00000               3630                  0            0.00000                 -1
         1985.00000        -2004.00000              10728                  0            0.00000                 -3
         2051.00000        -2001.00000              24471                  0            0.00000                 -7
         2039.00000        -2003.00000              30221                  0            0.00000                -19
         1993.00000        -1997.00000               8011                  0            0.00000                 -5
         1673.00000        -1933.00000               3518                  0            0.00000                 -3
         2068.00000        -1982.00000              18871                  0            0.00000                -10
         1923.00000        -1986.00000               3061                  0            0.00000                 -3
         2034.00000        -1993.00000              26068                  0            0.00000                -14
         1766.00000        -1949.00000               1304                  0            0.00000                 -2
         2012.00000        -2008.00000               5822                  0            0.00000                 -2
         1423.00000        -1881.00000                396                  0            0.00000                 -1
         2099.00000        -1984.00000              85974                  0            0.00000                -45
         1897.00000        -1983.00000               7805                  0            0.00000                 -5
         2102.00000        -1983.00000              44911                  0            0.00000                -16
         1781.00000        -1952.00000               2458                  0            0.00000                 -3
         2002.00000        -2012.00000               2140                  0            0.00000                 -2
         1934.00000        -1990.00000               9401                  0            0.00000                 -2
         1647.00000        -1921.00000                557                  0            0.00000                 -1
         1738.00000        -1939.00000               3406                  0            0.00000                 -3
         1904.00000        -1979.00000               5453                  0            0.00000                 -4
         1982.00000        -2010.00000               3215                  0            0.00000                 -2
         1883.00000        -1994.00000                187                  0            0.00000                 -1
         1850.00000        -1962.00000               2012                  0            0.00000                 -2
         2056.00000        -2002.00000              18992                  0            0.00000                -12
         2066.00000        -1990.00000              48430                  0            0.00000                -25
         2050.00000        -2008.00000               7346                  0            0.00000                 -4
         1698.00000        -1941.00000               1307                  0            0.00000                 -1
         1973.00000        -2003.00000              23514                  0            0.00000                -14
         2080.00000        -1971.00000                275                  0            0.00000                 -1
         1854.00000        -1972.00000               7770                  0            0.00000                 -1
         1977.00000        -1995.00000               3764                  0            0.00000                 -1
         1774.00000        -1949.00000               3429                  0            0.00000                 -2
         1809.00000        -1964.00000               1839                  0            0.00000                 -2
         1981.00000        -1995.00000              11101                  0            0.00000                 -3
         2046.00000        -2004.00000               6546                  0            0.00000                 -5
         1783.00000        -1954.00000               2171                  0            0.00000                 -2
         2007.00000        -2008.00000               6405                  0            0.00000                 -5
         1767.00000        -1948.00000               4909                  0            0.00000                 -5
         1789.00000        -1941.00000                584                  0            0.00000                 -1
         2006.00000        -2003.00000              18298                  0            0.00000                 -8
         2069.00000        -1983.00000              15317                  0            0.00000                 -5
         1803.00000        -1953.00000                851                  0            0.00000                 -1
         1983.00000        -2014.00000               3655                  0            0.00000                 -2
         2040.00000        -2003.00000               5727                  0            0.00000                 -4
         1922.00000        -1989.00000               6617                  0            0.00000                 -5
         2029.00000        -2006.00000               5730                  0            0.00000                 -2
         2085.00000        -1994.00000               9474                  0            0.00000                 -2
         1758.00000        -1945.00000               2835                  0            0.00000                 -6
         1747.00000        -1947.00000                836                  0            0.00000                 -1
         1874.00000        -1989.00000                153                  0            0.00000                 -1
         1956.00000        -1993.00000               6806                  0            0.00000                 -5
         1824.00000        -1969.00000                910                  0            0.00000                 -1
         1782.00000        -1960.00000                605                  0            0.00000                 -1
         1762.00000        -1945.00000               2074                  0            0.00000                 -2
         2094.00000        -1977.00000               2776                  0            0.00000                 -1
         2070.00000        -2000.00000               1286                  0            0.00000                 -2
         1913.00000        -1988.00000              11218                  0            0.00000                 -3
         2102.00000        -1974.00000               2472                  0            0.00000                 -3
         1985.00000        -1994.00000              15523                  0            0.00000                 -8
         1946.00000        -1988.00000               7113                  0            0.00000                 -1
         2038.00000        -2007.00000                832                  0            0.00000                 -1
         1709.00000        -1940.00000               1073                  0            0.00000                 -2
         1824.00000        -1971.00000                273                  0            0.00000                 -1
         1650.00000        -1916.00000                541                  0            0.00000                 -1
         1900.00000        -1987.00000               1645                  0            0.00000                 -1
         1975.00000        -2004.00000              18907                  0            0.00000                 -7
         1933.00000        -1986.00000               5475                  0            0.00000                 -2
         2032.00000        -2005.00000               4255                  0            0.00000                 -3
         2062.00000        -1982.00000               3311                  0            0.00000                 -2
         1643.00000        -1914.00000               1407                  0            0.00000                 -1
         2058.00000        -1989.00000               7084                  0            0.00000                 -1
         1975.00000        -2010.00000               6214                  0            0.00000                 -5
         1724.00000        -1938.00000               5784                  0            0.00000                 -3
         1762.00000        -1954.00000                792                  0            0.00000                 -1
         1850.00000        -1968.00000               1764                  0            0.00000                 -1
         1922.00000        -1979.00000                576                  0            0.00000                 -1
         1613.00000        -1922.00000                146                  0            0.00000                 -1
         2003.00000        -2007.00000              71984                  0            0.00000                -35
         1974.00000        -1999.00000              24277                  0            0.00000                 -6
         1924.00000        -1996.00000               3786                  0            0.00000                 -3
         2094.00000        -1983.00000             173444                  0            0.00000                -71
         1879.00000        -1990.00000                523                  0            0.00000                 -2
         2005.00000        -1995.00000               2292                  0            0.00000                 -2
         1660.00000        -1925.00000               2907                  0            0.00000                 -1
         1799.00000        -1954.00000               5389                  0            0.00000                 -3
         2122.00000        -1987.00000                828                  0            0.00000                 -1
         1995.00000        -1999.00000               9252                  0            0.00000                 -7
         1878.00000        -1979.00000               3468                  0            0.00000                 -2
         2050.00000        -1987.00000                162                  0            0.00000                 -1
         2078.00000        -1992.00000              19491                  0            0.00000                -14
         1940.00000        -1993.00000              27673                  0            0.00000                -10
         1940.00000        -1995.00000               6596                  0            0.00000                 -4
         1909.00000        -1981.00000              18797                  0            0.00000                 -7
         1947.00000        -1986.00000              11283                  0            0.00000                 -4
         1912.00000        -1981.00000               6311                  0            0.00000                 -4
