# 1 x                          2 y                    3 number IS              4 number viruses               5 viral fitness            6 number IS update
         1796.00000        -1960.00000               2860                  0            0.00000                 -1
         1873.00000        -1980.00000              63143                  0            0.00000                -39
         1784.00000        -1951.00000               9072                  0            0.00000                 -6
         2090.00000        -1991.00000              36997                  0            0.00000                -19
         1698.00000        -1936.00000                600                  0            0.00000                 -1
         2067.00000        -2004.00000              13987                  0            0.00000                -11
         1928.00000        -1991.00000              16567                  0            0.00000                 -8
         1779.00000        -1946.00000               3230                  0            0.00000                 -1
         1829.00000        -1965.00000               3224                  0            0.00000                 -2
         2112.00000        -1981.00000             112306                  0            0.00000                -72
         2091.00000        -1980.00000               9189                  0            0.00000                 -2
         1985.00000        -2009.00000               9527                  0            0.00000                 -5
         1818.00000        -1964.00000               4445                  0            0.00000                 -5
         1841.00000        -1957.00000                421                  0            0.00000                 -1
         1927.00000        -1998.00000               5683                  0            0.00000                 -1
         2048.00000        -1997.00000             140896                  0            0.00000                -59
         2086.00000        -1997.00000               2902                  0            0.00000                 -3
         1958.00000        -1999.00000              12843                  0            0.00000                 -7
         2055.00000        -2000.00000              32205                  0            0.00000                -23
         1951.00000        -1992.00000               9111                  0            0.00000                 -4
         2057.00000        -1995.00000              12168                  0            0.00000                 -7
         2042.00000        -2007.00000              15851                  0            0.00000                 -8
         1979.00000        -1992.00000               1338                  0            0.00000                 -2
         1975.00000        -1995.00000               2658                  0            0.00000                 -2
         2039.00000        -1994.00000               6484                  0            0.00000                 -4
         1640.00000        -1918.00000                373                  0            0.00000                 -1
         1649.00000        -1921.00000              11286                  0            0.00000                 -5
         2083.00000        -2000.00000               9379                  0            0.00000                 -4
         1673.00000        -1932.00000               1050                  0            0.00000                 -1
         1954.00000        -1992.00000               7602                  0            0.00000                 -4
         2059.00000        -2001.00000               8750                  0            0.00000                 -5
         1990.00000        -2007.00000                738                  0            0.00000                 -1
         1997.00000        -2004.00000              27678                  0            0.00000                -15
         2066.00000        -1992.00000              81659                  0            0.00000                -29
         1637.00000        -1914.00000                790                  0            0.00000                 -1
         1834.00000        -1967.00000               3296                  0            0.00000                 -2
         1874.00000        -1965.00000                426                  0            0.00000                 -1
         2080.00000        -1991.00000              46014                  0            0.00000                -16
         2104.00000        -1987.00000              10689                  0            0.00000                 -5
         1706.00000        -1944.00000               1442                  0            0.00000                 -2
         1974.00000        -2011.00000               2771                  0            0.00000                 -1
         2039.00000        -1990.00000               3012                  0            0.00000                 -1
         1897.00000        -1980.00000              15227                  0            0.00000                 -6
         2041.00000        -2003.00000              11982                  0            0.00000                 -7
         1666.00000        -1921.00000                139                  0            0.00000                 -1
         1972.00000        -1998.00000               7842                  0            0.00000                 -2
         1929.00000        -1998.00000               4199                  0            0.00000                 -1
         1541.00000        -1899.00000                208                  0            0.00000                 -1
         2019.00000        -2002.00000             144635                  0            0.00000                -71
         1819.00000        -1963.00000               4861                  0            0.00000                 -1
         1692.00000        -1933.00000               1752                  0            0.00000                 -2
         1632.00000        -1905.00000                386                  0            0.00000                 -1
         2019.00000        -2004.00000              31148                  0            0.00000                -15
         1816.00000        -1967.00000               3558                  0            0.00000                 -4
         1783.00000        -1951.00000               3098                  0            0.00000                 -1
         1929.00000        -1990.00000               9631                  0            0.00000                 -7
         2037.00000        -1987.00000               1376                  0            0.00000                 -1
         1576.00000        -1898.00000                 97                  0            0.00000                 -1
         1884.00000        -1973.00000               2623                  0            0.00000                 -2
         1858.00000        -1973.00000              15400                  0            0.00000                 -6
         1838.00000        -1970.00000               3325                  0            0.00000                 -3
         1696.00000        -1935.00000                924                  0            0.00000                 -1
         2066.00000        -1999.00000              24758                  0            0.00000                -14
         1967.00000        -1980.00000                106                  0            0.00000                 -1
         2039.00000        -2001.00000              10132                  0            0.00000                 -3
         2021.00000        -1999.00000             103127                  0            0.00000                -51
         1993.00000        -1996.00000               4642                  0            0.00000                 -1
         1828.00000        -1958.00000               3512                  0            0.00000                 -3
         2043.00000        -2006.00000               1893                  0            0.00000                 -2
         1873.00000        -1978.00000              17054                  0            0.00000                 -9
         2040.00000        -1995.00000              27035                  0            0.00000                -14
         1873.00000        -1983.00000              13046                  0            0.00000                -11
         1925.00000        -1990.00000              54628                  0            0.00000                -24
         2051.00000        -2005.00000              14021                  0            0.00000                 -8
         1936.00000        -1993.00000               8715                  0            0.00000                 -4
         2072.00000        -1987.00000              19879                  0            0.00000                -12
         1926.00000        -1988.00000              21834                  0            0.00000                -12
         2065.00000        -1999.00000              10961                  0            0.00000                 -6
         1695.00000        -1934.00000               1121                  0            0.00000                 -1
         1941.00000        -1994.00000              38693                  0            0.00000                -10
         1739.00000        -1941.00000               9017                  0            0.00000                 -5
         1865.00000        -1973.00000               3416                  0            0.00000                 -1
         1944.00000        -1998.00000               1725                  0            0.00000                 -1
         1787.00000        -1944.00000                919                  0            0.00000                 -3
         1614.00000        -1909.00000               2689                  0            0.00000                 -2
         1795.00000        -1956.00000               9878                  0            0.00000                 -5
         2067.00000        -1998.00000               5169                  0            0.00000                 -4
         1887.00000        -1977.00000               4405                  0            0.00000                 -2
         1940.00000        -1999.00000               3645                  0            0.00000                 -2
         2058.00000        -2001.00000               9903                  0            0.00000                 -5
         1872.00000        -1982.00000              18581                  0            0.00000                 -9
         2067.00000        -1984.00000              52897                  0            0.00000                -30
         2018.00000        -2010.00000                866                  0            0.00000                 -1
         1917.00000        -1993.00000               2086                  0            0.00000                 -3
         2078.00000        -1993.00000              20083                  0            0.00000                -10
         2039.00000        -1993.00000              11937                  0            0.00000                 -5
         1885.00000        -1980.00000               4260                  0            0.00000                 -4
         1893.00000        -1975.00000               4784                  0            0.00000                 -2
         1973.00000        -1998.00000               7998                  0            0.00000                 -2
         1642.00000        -1917.00000                633                  0            0.00000                 -1
         1933.00000        -1988.00000               8488                  0            0.00000                 -5
         2061.00000        -1991.00000              17998                  0            0.00000                 -8
         2079.00000        -1985.00000              32223                  0            0.00000                -21
         1909.00000        -1987.00000               7693                  0            0.00000                 -4
         1868.00000        -1975.00000               1971                  0            0.00000                 -1
         1814.00000        -1966.00000               3924                  0            0.00000                 -2
         2084.00000        -1996.00000               2353                  0            0.00000                 -1
         1960.00000        -2007.00000                868                  0            0.00000                 -1
         1878.00000        -1985.00000               6576                  0            0.00000                 -3
         1963.00000        -1991.00000              10458                  0            0.00000                 -3
         2086.00000        -1987.00000              38965                  0            0.00000                -12
         1933.00000        -1989.00000               7788                  0            0.00000                 -1
         1887.00000        -1995.00000               1228                  0            0.00000                 -2
         2002.00000        -1995.00000               2583                  0            0.00000                 -1
         1955.00000        -1992.00000               6608                  0            0.00000                 -2
         1797.00000        -1959.00000               4238                  0            0.00000                 -1
         1635.00000        -1915.00000               1556                  0            0.00000                 -1
         1989.00000        -1999.00000              58274                  0            0.00000                -32
         1997.00000        -2007.00000               7433                  0            0.00000                 -3
         1784.00000        -1953.00000               5355                  0            0.00000                 -2
         1935.00000        -1992.00000               6122                  0            0.00000                 -1
         1838.00000        -1959.00000               4135                  0            0.00000                 -4
         1938.00000        -1989.00000               5235                  0            0.00000                 -2
         1839.00000        -1972.00000               2100                  0            0.00000                 -1
         1908.00000        -1981.00000               6551                  0            0.00000                 -5
         1850.00000        -1969.00000               2909                  0            0.00000                 -1
         1744.00000        -1944.00000               1970                  0            0.00000                 -1
         2114.00000        -1981.00000             665926                  0            0.00000               -339
         2113.00000        -1971.00000                909                  0            0.00000                 -1
         2054.00000        -2005.00000               6189                  0            0.00000                 -3
         1845.00000        -1987.00000               1295                  0            0.00000                 -1
         1899.00000        -1983.00000              11191                  0            0.00000                 -2
         2074.00000        -1982.00000               9270                  0            0.00000                 -7
         1766.00000        -1946.00000               2037                  0            0.00000                 -2
         1939.00000        -1989.00000               8998                  0            0.00000                 -4
         1992.00000        -2001.00000              24739                  0            0.00000                 -6
         1955.00000        -1988.00000              23211                  0            0.00000                 -6
         1655.00000        -1923.00000               1000                  0            0.00000                 -1
         1859.00000        -1977.00000               7830                  0            0.00000                 -3
         1962.00000        -1989.00000               8819                  0            0.00000                 -6
         1837.00000        -1974.00000                231                  0            0.00000                 -1
         1917.00000        -1988.00000               4928                  0            0.00000                 -2
         1557.00000        -1898.00000                 30                  0            0.00000                 -1
         1943.00000        -1992.00000              24248                  0            0.00000                -11
         2046.00000        -1997.00000              67014                  0            0.00000                -41
         2068.00000        -1991.00000              22081                  0            0.00000                -13
         1689.00000        -1932.00000               1188                  0            0.00000                 -3
         1586.00000        -1903.00000                198                  0            0.00000                 -1
         1883.00000        -1974.00000               5872                  0            0.00000                 -3
         1800.00000        -1960.00000               4870                  0            0.00000                 -6
         1622.00000        -1910.00000                295                  0            0.00000                 -1
         2009.00000        -2005.00000              10686                  0            0.00000                 -7
         1938.00000        -1996.00000               8218                  0            0.00000                 -3
         2065.00000        -1995.00000              13908                  0            0.00000                 -5
         2083.00000        -1993.00000              26533                  0            0.00000                -11
         2078.00000        -1986.00000             192221                  0            0.00000                -92
         2067.00000        -2000.00000               3435                  0            0.00000                 -2
         2001.00000        -1996.00000               5117                  0            0.00000                 -2
         2049.00000        -2002.00000              17308                  0            0.00000                -12
         2015.00000        -1996.00000               7062                  0            0.00000                 -3
         1765.00000        -1945.00000               4804                  0            0.00000                 -1
         2032.00000        -1996.00000              25258                  0            0.00000                 -8
         2005.00000        -1998.00000               7523                  0            0.00000                 -1
         1800.00000        -1958.00000               3713                  0            0.00000                 -6
         2049.00000        -2004.00000               5397                  0            0.00000                 -6
         2075.00000        -1993.00000              10509                  0            0.00000                 -3
         1774.00000        -1947.00000               4040                  0            0.00000                 -2
         2073.00000        -1982.00000              15595                  0            0.00000                 -8
         2089.00000        -2001.00000               3415                  0            0.00000                 -3
         1735.00000        -1922.00000                309                  0            0.00000                 -1
         2043.00000        -2003.00000               8589                  0            0.00000                 -5
         2035.00000        -1990.00000              12574                  0            0.00000                 -5
         1922.00000        -1992.00000              14685                  0            0.00000                 -7
         1972.00000        -1990.00000               1912                  0            0.00000                 -1
         1967.00000        -2001.00000               5323                  0            0.00000                 -7
         1784.00000        -1943.00000               1420                  0            0.00000                 -2
         2042.00000        -1992.00000              12599                  0            0.00000                 -3
         1873.00000        -1970.00000               1192                  0            0.00000                 -1
         2100.00000        -1987.00000               7746                  0            0.00000                 -4
         1994.00000        -1996.00000               3097                  0            0.00000                 -2
         2066.00000        -1984.00000              48827                  0            0.00000                -24
         2041.00000        -1994.00000              14237                  0            0.00000                 -7
         1686.00000        -1934.00000               1423                  0            0.00000                 -1
         1999.00000        -2012.00000              32475                  0            0.00000                -16
         1859.00000        -1966.00000                361                  0            0.00000                 -1
         2036.00000        -1991.00000               8819                  0            0.00000                 -4
         1908.00000        -1988.00000              13860                  0            0.00000                 -9
         1541.00000        -1896.00000                 78                  0            0.00000                 -1
         1926.00000        -1995.00000               3443                  0            0.00000                 -2
         2073.00000        -1993.00000               1848                  0            0.00000                 -1
         2051.00000        -1999.00000             107493                  0            0.00000                -49
         2034.00000        -2005.00000               2835                  0            0.00000                 -1
         1728.00000        -1939.00000                424                  0            0.00000                 -1
         1857.00000        -1974.00000              19128                  0            0.00000                 -9
         2073.00000        -1984.00000              29178                  0            0.00000                -13
         1665.00000        -1923.00000                708                  0            0.00000                 -1
         2087.00000        -1993.00000               6905                  0            0.00000                 -4
         1782.00000        -1956.00000               3730                  0            0.00000                 -1
         2076.00000        -1997.00000               2337                  0            0.00000                 -3
         2095.00000        -1992.00000               1635                  0            0.00000                 -2
         1786.00000        -1954.00000               3269                  0            0.00000                 -5
         1843.00000        -1968.00000              20423                  0            0.00000                -11
         1597.00000        -1912.00000               2708                  0            0.00000                 -1
         1785.00000        -1942.00000                473                  0            0.00000                 -1
         1874.00000        -1984.00000               5230                  0            0.00000                 -5
         2042.00000        -2004.00000               1189                  0            0.00000                 -2
         1994.00000        -1990.00000                136                  0            0.00000                 -1
         1985.00000        -1998.00000              57578                  0            0.00000                -31
         1886.00000        -1980.00000               3279                  0            0.00000                 -2
         1945.00000        -1994.00000              11489                  0            0.00000                 -4
         1828.00000        -1962.00000               7742                  0            0.00000                 -5
         1842.00000        -1970.00000               8818                  0            0.00000                 -7
         1733.00000        -1932.00000                426                  0            0.00000                 -1
         2055.00000        -1991.00000               2720                  0            0.00000                 -2
         2116.00000        -1975.00000              16852                  0            0.00000                 -6
         2000.00000        -2000.00000              19365                  0            0.00000                -14
         1960.00000        -1992.00000               8859                  0            0.00000                 -1
         2113.00000        -1982.00000             726745                  0            0.00000               -361
         1843.00000        -1967.00000               8402                  0            0.00000                 -3
         1821.00000        -1971.00000                816                  0            0.00000                 -1
         2109.00000        -1975.00000              38267                  0            0.00000                -11
         1859.00000        -1976.00000               8856                  0            0.00000                 -7
         1945.00000        -1996.00000               4548                  0            0.00000                 -3
         1958.00000        -2004.00000               6272                  0            0.00000                 -3
         1783.00000        -1947.00000               1087                  0            0.00000                 -1
         2035.00000        -1992.00000              25914                  0            0.00000                -13
         1698.00000        -1931.00000                496                  0            0.00000                 -1
         1700.00000        -1945.00000               1184                  0            0.00000                 -1
         1830.00000        -1964.00000               5616                  0            0.00000                 -4
         2014.00000        -1998.00000              14444                  0            0.00000                 -4
         1724.00000        -1933.00000               1849                  0            0.00000                 -2
         1653.00000        -1924.00000                999                  0            0.00000                 -1
         1802.00000        -1956.00000               3244                  0            0.00000                 -2
         2087.00000        -1988.00000              50403                  0            0.00000                -16
         1981.00000        -2008.00000               8210                  0            0.00000                 -3
         1957.00000        -1998.00000               4820                  0            0.00000                 -6
         1878.00000        -1986.00000               1599                  0            0.00000                 -2
         2047.00000        -1997.00000              30731                  0            0.00000                -18
         1953.00000        -1987.00000               4112                  0            0.00000                 -1
         1792.00000        -1962.00000                231                  0            0.00000                 -1
         1953.00000        -1999.00000               2008                  0            0.00000                 -1
         1815.00000        -1964.00000               7900                  0            0.00000                 -4
         2068.00000        -1993.00000              13472                  0            0.00000                 -6
         1865.00000        -1980.00000                605                  0            0.00000                 -1
         1827.00000        -1969.00000                141                  0            0.00000                 -1
         1959.00000        -1986.00000               8760                  0            0.00000                 -3
         2055.00000        -2005.00000               3048                  0            0.00000                 -2
         1760.00000        -1954.00000                476                  0            0.00000                 -1
         2049.00000        -2008.00000               7575                  0            0.00000                 -2
         2033.00000        -1998.00000              94521                  0            0.00000                -52
         2088.00000        -1985.00000              12576                  0            0.00000                 -5
         2076.00000        -1991.00000              12073                  0            0.00000                 -9
         2057.00000        -1997.00000              61562                  0            0.00000                -33
         1957.00000        -1990.00000              31567                  0            0.00000                -12
         2072.00000        -1993.00000               4906                  0            0.00000                 -6
         2111.00000        -1988.00000                507                  0            0.00000                 -1
         1911.00000        -1984.00000              16661                  0            0.00000                -10
         1886.00000        -1973.00000               1025                  0            0.00000                 -1
         1905.00000        -1986.00000               2723                  0            0.00000                 -3
         1802.00000        -1951.00000                367                  0            0.00000                 -1
         1740.00000        -1938.00000               1836                  0            0.00000                 -1
         1789.00000        -1958.00000               3925                  0            0.00000                 -2
         1791.00000        -1941.00000                224                  0            0.00000                 -1
         2040.00000        -2002.00000               4164                  0            0.00000                 -3
         1734.00000        -1952.00000                489                  0            0.00000                 -2
         1898.00000        -1978.00000               6577                  0            0.00000                 -4
         2007.00000        -2007.00000              11019                  0            0.00000                 -3
         1932.00000        -1991.00000              10488                  0            0.00000                 -5
         1970.00000        -1996.00000              16453                  0            0.00000                 -5
         1620.00000        -1900.00000                181                  0            0.00000                 -1
         1840.00000        -1963.00000                808                  0            0.00000                 -1
         1538.00000        -1890.00000                177                  0            0.00000                 -1
         1631.00000        -1914.00000                539                  0            0.00000                 -1
         1854.00000        -1975.00000               5249                  0            0.00000                 -1
         1939.00000        -1993.00000              10371                  0            0.00000                 -4
         1833.00000        -1961.00000               3677                  0            0.00000                 -1
         2113.00000        -1978.00000              47336                  0            0.00000                -26
         1890.00000        -1986.00000                655                  0            0.00000                 -1
         1819.00000        -1958.00000               2724                  0            0.00000                 -2
         1796.00000        -1959.00000               2631                  0            0.00000                 -1
         1880.00000        -1980.00000               1428                  0            0.00000                 -1
         1962.00000        -1990.00000              45533                  0            0.00000                -24
         1688.00000        -1939.00000                162                  0            0.00000                 -1
         1790.00000        -1959.00000               1958                  0            0.00000                 -3
         2029.00000        -2005.00000               4600                  0            0.00000                 -6
         2062.00000        -1984.00000              14138                  0            0.00000                 -4
         2057.00000        -1992.00000               3200                  0            0.00000                 -2
         1974.00000        -2008.00000              13370                  0            0.00000                 -6
         2035.00000        -1995.00000              18898                  0            0.00000                -13
         2031.00000        -2005.00000               6826                  0            0.00000                 -2
         2061.00000        -1985.00000               4476                  0            0.00000                 -1
         2001.00000        -1999.00000               9476                  0            0.00000                 -2
         1928.00000        -1981.00000               6958                  0            0.00000                 -1
         2095.00000        -1999.00000              10080                  0            0.00000                 -6
         2020.00000        -1997.00000              38824                  0            0.00000                -17
         1769.00000        -1951.00000               1366                  0            0.00000                 -1
         1974.00000        -1992.00000               4961                  0            0.00000                 -3
         1929.00000        -1986.00000              12195                  0            0.00000                 -7
         1943.00000        -1996.00000               3625                  0            0.00000                 -1
         1988.00000        -1994.00000               2205                  0            0.00000                 -4
         2032.00000        -1987.00000               2273                  0            0.00000                 -1
         2103.00000        -1979.00000             126468                  0            0.00000                -62
         1979.00000        -1999.00000               4081                  0            0.00000                 -2
         2056.00000        -1999.00000              21240                  0            0.00000                -17
         1963.00000        -2006.00000               1276                  0            0.00000                 -2
         1910.00000        -1991.00000               5905                  0            0.00000                 -2
         2055.00000        -2006.00000               1461                  0            0.00000                 -1
         1688.00000        -1935.00000               1383                  0            0.00000                 -1
         1875.00000        -1986.00000              10604                  0            0.00000                 -7
         1589.00000        -1915.00000                 86                  0            0.00000                 -1
         1996.00000        -2002.00000               7591                  0            0.00000                 -1
         1900.00000        -1982.00000              14477                  0            0.00000                 -5
         1856.00000        -1970.00000               2901                  0            0.00000                 -3
         1934.00000        -1986.00000               4338                  0            0.00000                 -2
         2047.00000        -2010.00000               4189                  0            0.00000                 -3
         1906.00000        -1989.00000               1944                  0            0.00000                 -1
         2047.00000        -1999.00000              47946                  0            0.00000                -29
         1855.00000        -1968.00000               1377                  0            0.00000                 -1
         1687.00000        -1935.00000                997                  0            0.00000                 -1
         1760.00000        -1955.00000                820                  0            0.00000                 -1
         1942.00000        -1999.00000               4145                  0            0.00000                 -4
         2066.00000        -2000.00000              10302                  0            0.00000                 -9
         1884.00000        -1990.00000              13283                  0            0.00000                 -5
         1855.00000        -1971.00000              10219                  0            0.00000                 -7
         1427.00000        -1884.00000                 69                  0            0.00000                 -1
         1632.00000        -1920.00000                588                  0            0.00000                 -1
         1806.00000        -1964.00000               2366                  0            0.00000                 -2
         1568.00000        -1901.00000                616                  0            0.00000                 -1
         1650.00000        -1919.00000               1324                  0            0.00000                 -1
         2027.00000        -2008.00000               2323                  0            0.00000                 -1
         1907.00000        -1983.00000              10093                  0            0.00000                 -3
         1983.00000        -2004.00000               2992                  0            0.00000                 -2
         1897.00000        -1975.00000               3111                  0            0.00000                 -2
         1859.00000        -1968.00000                623                  0            0.00000                 -1
         2033.00000        -1994.00000              18666                  0            0.00000                -10
         2002.00000        -2005.00000              26184                  0            0.00000                -13
         2097.00000        -1976.00000              12039                  0            0.00000                 -3
         1880.00000        -1983.00000               7619                  0            0.00000                 -2
         1962.00000        -1994.00000              15533                  0            0.00000                 -6
         1907.00000        -1987.00000               4489                  0            0.00000                 -2
         2080.00000        -1981.00000               3107                  0            0.00000                 -4
         1917.00000        -1989.00000               5339                  0            0.00000                 -4
         1923.00000        -1987.00000               9058                  0            0.00000                 -3
         2017.00000        -1995.00000               7794                  0            0.00000                 -6
         1955.00000        -1990.00000              25956                  0            0.00000                -15
         2078.00000        -1997.00000              43732                  0            0.00000                -25
         1726.00000        -1943.00000                718                  0            0.00000                 -3
         2080.00000        -1989.00000             220044                  0            0.00000               -110
         2098.00000        -1985.00000              65484                  0            0.00000                -33
         2103.00000        -1983.00000              32204                  0            0.00000                -22
         1694.00000        -1935.00000                806                  0            0.00000                 -1
         2081.00000        -1997.00000               3936                  0            0.00000                 -1
         1980.00000        -1995.00000              15610                  0            0.00000                -10
         1992.00000        -2011.00000               1252                  0            0.00000                 -1
         1959.00000        -1984.00000               2431                  0            0.00000                 -2
         2093.00000        -2000.00000               4273                  0            0.00000                 -1
         1939.00000        -1998.00000               5509                  0            0.00000                 -5
         1610.00000        -1907.00000                154                  0            0.00000                 -1
         1941.00000        -1988.00000              11897                  0            0.00000                 -9
         2095.00000        -1978.00000              10347                  0            0.00000                 -6
         2052.00000        -1989.00000               1326                  0            0.00000                 -1
         1665.00000        -1926.00000               1620                  0            0.00000                 -1
         2103.00000        -1978.00000              58825                  0            0.00000                -31
         1906.00000        -1981.00000               9948                  0            0.00000                 -3
         1959.00000        -1988.00000              15148                  0            0.00000                 -9
         1955.00000        -1993.00000               9927                  0            0.00000                 -3
         1969.00000        -2006.00000               3205                  0            0.00000                 -4
         2105.00000        -1983.00000              12955                  0            0.00000                 -5
         1924.00000        -1991.00000              12691                  0            0.00000                 -5
         1962.00000        -1993.00000               5403                  0            0.00000                 -2
         1783.00000        -1942.00000               3746                  0            0.00000                 -3
         1882.00000        -1980.00000               1118                  0            0.00000                 -1
         1955.00000        -1986.00000               4987                  0            0.00000                 -4
         1913.00000        -1990.00000               9775                  0            0.00000                 -6
         2097.00000        -1986.00000              31658                  0            0.00000                -12
         1949.00000        -1994.00000              12434                  0            0.00000                 -9
         1871.00000        -1972.00000               4165                  0            0.00000                 -1
         1828.00000        -1957.00000                289                  0            0.00000                 -1
         2059.00000        -1984.00000                953                  0            0.00000                 -1
         1801.00000        -1959.00000               5050                  0            0.00000                 -3
         1948.00000        -1992.00000               9750                  0            0.00000                 -5
         1939.00000        -2003.00000               3987                  0            0.00000                 -1
         1764.00000        -1955.00000                320                  0            0.00000                 -1
         1851.00000        -1965.00000               1408                  0            0.00000                 -2
         1866.00000        -1975.00000               3901                  0            0.00000                 -3
         2019.00000        -2008.00000               5975                  0            0.00000                 -2
         1666.00000        -1929.00000                989                  0            0.00000                 -4
         1925.00000        -1994.00000               3327                  0            0.00000                 -2
         2109.00000        -1977.00000              48153                  0            0.00000                -22
         1756.00000        -1912.00000                 85                  0            0.00000                 -1
         2106.00000        -1981.00000              68501                  0            0.00000                -31
         1783.00000        -1952.00000               1873                  0            0.00000                 -1
